艺星电视公告,#genre#
丽水云和综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
文成综合,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8
舟山嵊泗综合,http://l.cztvcloud.com/channels/lantian/SXshengsi1/720p.m3u8
开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8?zzhed
洞头综合频道,http://l.cztvcloud.com/channels/lantian/SXdongtou1/720p.m3u8?zzhed
苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8?zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8?zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
绍兴公共频道,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?zzhed
绍兴文化影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed
海宁生活服务,http://live.hndachao.cn/shfw/sd/live.m3u8?zzhed
淳安电视频道,https://wtmtyoutlive.watonemt.com/f2p7vq/lf76v9.m3u8?zzhed

云和新闻综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8?zzhed
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
宁波余姚生活,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
嵊州公共新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
平湖公共新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed
庆元综合频道,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8?zzhed
开化新闻综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed
文成综合频道,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8?zzhed
普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
松阳综合频道,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8?zzhed
永嘉新闻综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8?zzhed
温州永嘉综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
绍兴上虞影视,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
绍兴上虞综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
绍兴嵊州综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
缙云综合频道,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8?zzhed
苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
遂昌综合频道,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8?zzhed
金华东阳综合,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
金华兰溪综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
青田电视台,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8?zzhed
龙泉公共新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed
龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8?zzhed

江苏频道,#genre#

江苏卫视,http://140.210.9.53:8800/SuanFaZhibo/live5/jiangsu/jiangsu.php?id=jsws
江苏新闻,http://140.210.9.53:8800/SuanFaZhibo/live5/jiangsu/jiangsu.php?id=jsxw
江苏国际,http://140.210.9.53:8800/SuanFaZhibo/live5/jiangsu/jiangsu.php?id=jsgj
江苏城市,http://140.210.9.53:8800/SuanFaZhibo/live5/jiangsu/jiangsu.php?id=jscs
江苏综艺,http://140.210.9.53:8800/SuanFaZhibo/live5/jiangsu/jiangsu.php?id=jszy
江苏影视,http://140.210.9.53:8800/SuanFaZhibo/live5/jiangsu/jiangsu.php?id=jsys
江苏教育,http://140.210.9.53:8800/SuanFaZhibo/live5/jiangsu/jiangsu.php?id=jsjy
江苏体育,http://140.210.9.53:8800/SuanFaZhibo/live5/jiangsu/jiangsu.php?id=jsty
江苏卡通,http://140.210.9.53:8800/SuanFaZhibo/live5/jiangsu/jiangsu.php?id=ymkt
 
江苏卫视,http://140.210.9.53:8800/SuanFaZhibo/live5/jiangsu/jiangsu.php?id=jsws
江苏新闻,http://vapi.91kds.cc/live2/jstv.m3u8?apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=jsgg
江苏国际,http://vapi.91kds.cc/live2/jstv.m3u8?apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=jsgj
江苏城市,http://vapi.91kds.cc/live2/jstv.m3u8?apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=jscs
江苏教育,http://vapi.91kds.cc/live2/jstv.m3u8?apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=jsjy
江苏影视,http://vapi.91kds.cc/live2/jstv.m3u8?apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=jsys
江苏综艺,http://vapi.91kds.cc/live2/jstv.m3u8?apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=jszy
江苏体育,http://vapi.91kds.cc/live2/jstv.m3u8?apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=jsty
江苏卡通,http://vapi.91kds.cc/live2/jstv.m3u8?apiKey=73c963d13814ce7d0e4743c5e7d033cc&id=ymkt
 
江苏卫视,http://xxwx.yoesun.com/xxw/江苏网.php?id=jsws
江苏新闻,http://xxwx.yoesun.com/xxw/江苏网.php?id=jsxw
江苏国际,http://xxwx.yoesun.com/xxw/江苏网.php?id=jsgj
江苏城市,http://xxwx.yoesun.com/xxw/江苏网.php?id=jscs
江苏综艺,http://xxwx.yoesun.com/xxw/江苏网.php?id=jszy
江苏影视,http://xxwx.yoesun.com/xxw/江苏网.php?id=jsys
江苏教育,http://xxwx.yoesun.com/xxw/江苏网.php?id=jsjy
江苏体育,http://xxwx.yoesun.com/xxw/江苏网.php?id=jsty
江苏卡通,http://xxwx.yoesun.com/xxw/江苏网.php?id=ymkt
 
苏州综合,https://live-auth.51kandianshi.com/szgd/csztv1.m3u8
苏州经济,https://live-auth.51kandianshi.com/szgd/csztv2.m3u8
苏州生活,https://live-auth.51kandianshi.com/szgd/csztv3.m3u8
苏州娱乐,https://live-auth.51kandianshi.com/szgd/csztv4.m3u8
苏州资讯,https://live-auth.51kandianshi.com/szgd/csztv5.m3u8 
苏州4K台,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
镇江综合,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8
镇江民生,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8
无锡综合,http://stream.thmz.com/wxtv1/playlist.m3u8
无锡娱乐,http://stream.thmz.com/wxtv2/playlist.m3u8
无锡都市,http://stream.thmz.com/wxtv3/playlist.m3u8
无锡生活,http://stream.thmz.com/wxtv4/playlist.m3u8
南通综合,https://cm-live.ntjoy.com/live/4f1.flv
南通生活,https://cm-live.ntjoy.com/live/4f3.flv
南通公共,https://cm-live.ntjoy.com/live/4f5.flv
泗阳综合,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8
泗阳资讯,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8
句容综合,http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8 
句容生活,http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8 
句容党建,http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8 
经典影艺,rtmp://live.gxrb.com.cn/pull/red_movies_0501

宜兴新闻,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8?zjiangsd
溧水新闻综合,https://lishui-tv-hls.cm.jstv.com/lishui-tv/lsxwzh.m3u8
溧水新闻综合,http://lishui-tv-hls.cm.jstv.com/lishui-tv/lsxwzh.m3u8
苏州新闻综合,https://live-auth.51kandianshi.com/szgd/csztv1.m3u8
苏州生活资讯,https://live-auth.51kandianshi.com/szgd/csztv5.m3u8
苏州社会经济,https://live-auth.51kandianshi.com/szgd/csztv2.m3u8
镇江新闻综合,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8
镇江新闻综合,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8?wsSession=a263bdc5a26cd01b57a80359-170493712215358&amp;wsIPSercert=f56bd6194d219a5172dbed60eca6e9b0

江苏无锡新闻综合,http://stream.thmz.com/wxtv1/sd/live.m3u8?zjiangsd
江苏无锡新闻综合,http://stream.thmz.com/wxtv1/sd/live.m3u8
江苏无锡新闻综合,http://stream.thmz.com/wxtv1/playlist.m3u8
江苏无锡都市资讯,http://stream.thmz.com/wxtv3/sd/live.m3u8?zjiangsd
江苏无锡都市资讯,http://stream.thmz.com/wxtv3/playlist.m3u8
江苏无锡娱乐,http://stream.thmz.com/wxtv2/playlist.m3u8
江苏无锡娱乐,http://stream.thmz.com/wxtv2/sd/live.m3u8?zjiangsd
江苏无锡生活,http://stream.thmz.com/wxtv4/sd/live.m3u8?zjiangsd
江苏无锡生活,http://stream.thmz.com/wxtv4/playlist.m3u8
江苏苏州4k,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8?zjiangsd
江苏泗阳综合频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8?zjiangsd
江苏泗阳资讯频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8?zjiangsd
江苏如东新闻,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8
江苏睢宁三农频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8?zjiangsd
江苏金坛新闻频道,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8?zjiangsd
江苏睢宁生活教育,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsh.m3u8?zjiangsd
江苏沭阳综合频道,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8?zjiangsd
江苏涟水综合频道,http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8?zjiangsd
江苏金湖新闻综合,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8?zjiangsd
江苏如东新闻综合,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8?zjiangsd
江苏泗洪新闻综合,http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8?zjiangsd
江苏赣榆新闻综合,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8?zjiangsd
江苏淮安公共频道,http://live1.habctv.com/ggpdsl/sd/live.m3u8?zjiangsd
江苏海安新闻综合,http://haian-tv-hls.cm.jstv.com/haian-tv/haaxwzh.m3u8?zjiangsd
江苏淮安影院娱乐,http://live1.habctv.com/ysylsl/sd/live.m3u8?zjiangsd
江苏连云港公共,http://live.lyg1.com/ggpd/sd/live.m3u8
江苏东海新闻频道,http://donghai-tv-hls.cm.jstv.com/donghai-tv/donghaixinwensp.m3u8?zjiangsd
江苏江宁新闻频道,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8?zjiangsd
江苏常熟民生经济,http://cstvplay.21cs.cn/cstv2/cstv2.m3u8
江苏江阴新闻综合,http://221.228.70.101:8080/live/xinwen.m3u8
江苏沛县新闻综合,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8?zjiangsd
江苏高邮综合频道,http://gaoyou-tv-hls.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8?zjiangsd
江苏宿豫综合频道,https://suyu-tv-hls.cm.jstv.com/suyu-tv/syzhpd.m3u8?zjiangsd
江苏武进新闻频道,https://live.wjyanghu.com/live/CH1.m3u8?zjiangsd
江苏武进生活频道,https://live.wjyanghu.com/live/CH2.m3u8?zjiangsd
江苏常熟综合,http://cstvplay.21cs.cn/cstv1/cstv1.m3u8
江苏睢宁综合频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8?zjiangsd
江苏靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8
江苏靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8?zjiangsd
江苏姜堰新闻综合,https://jiangyan-tv-hls.cm.jstv.com/jiangyan-tv/jiangyanzh.m3u8?zjiangsd
江苏镇江新闻综合,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8
扬州综合,https://cm-wshls.homecdn.com/live/8bb.m3u8
扬州城市,https://cm-wshls.homecdn.com/live/8bd.m3u8
扬州生活,https://cm-wshls.homecdn.com/live/8bf.m3u8
扬州邗江,https://cm-wshls.homecdn.com/live/8c3.m3u8
江宁电视台,http://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8?zjiangsd#http://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8
赣榆电视台,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8#http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8?zjiangsd
淮安公共频道,http://live1.habctv.com/ggpdsl/sd/live.m3u8#http://live1.habctv.com/ggpdsl/sd/live.m3u8?zjiangsd
金湖电视台,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8?zjiangsd#http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8
句容新闻综合频道,http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8?zjiangsd#http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8
句容生活频道,http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8?zjiangsd#http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8
句容影视频道,http://jrlive.jrntv.com/live/_definst_/yingshis/playlist.m3u#http://jrlive.jrntv.com/live/_definst_/yingshis/playlist.m3u8
句容党建频道,http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8#http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8?zjiangsd
靖江新闻综合频道,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8?zjiangsd#http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8#http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8?zjiangsd#http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8
武进新闻频道,http://live.wjyanghu.com/live/CH1.m3u8?zjiangsd#http://live.wjyanghu.com/live/CH1.m3u8
金坛电视台,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8?zjiangsd#http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8
沛县电视台,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8?zjiangsd#http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8
睢宁新闻综合频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8?zjiangsd#http://3739115311.cloudvdn.com/a.m3u8?domain=suining-tv-hls.cm.jstv.com&player=TwMAAPjPskOkJ6kX&secondToken=secondToken%3AjegfwzYXwUE9HzG7kRfhCd81WMU&streamid=suining-tv%3Asuining-tv%2Fsuiningzh&v3=1&zjiangsd=#http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8
无锡新闻综合频道,http://stream.thmz.com/wxtv1/sd/live.m3u8?zjiangsd#http://stream.thmz.com/wxtv1/sd/live.m3u8?_upt=4ba3ab191698644028#http://stream.thmz.com/wxtv1/playlist.m3u8#http://stream.thmz.com/wxtv1/playlist.m3u8?_upt=156143371706166361
无锡都市资讯频道,http://stream.thmz.com/wxtv3/sd/live.m3u8?_upt=978cd8731706199708#http://stream.thmz.com/wxtv3/sd/live.m3u8?zjiangsd#http://stream.thmz.com/wxtv3/playlist.m3u8#http://stream.thmz.com/wxtv3/playlist.m3u8?_upt=1758133b1706166861
宜兴电视台,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8#http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8?zjiangsd
无锡经济频道,http://stream.thmz.com/wxtv5/sd/live.m3u8?_upt=cfacd5221704890772#http://stream.thmz.com/wxtv5/sd/live.m3u8?zjiangsd#http://stream.thmz.com/wxtv5/playlist.m3u8?_upt=10155d141706166867#http://stream.thmz.com/wxtv5/playlist.m3u8
无锡生活频道,http://stream.thmz.com/wxtv4/playlist.m3u8?_upt=da4d81381706172263#http://stream.thmz.com/wxtv4/sd/live.m3u8?_upt=968c13b81704871272#http://stream.thmz.com/wxtv4/playlist.m3u8#http://stream.thmz.com/wxtv4/sd/live.m3u8?zjiangsd
无锡移动电视,http://m.m3u8.wifiwx.com/live/wifiwx-494.m3u8
吴江电视台,http://30515.hlsplay.aodianyun.com/lms_30515/tv_channel_239.m3u8?auth_key=4849225473-0-0-ccc3233d52ea78642c7045805f46ea58&extra_key=kuPfWJHmelFzV3-zoreYDOH4OVvUscNtgFUPukN0LjrE7j9GbJe-1SiVIo_invs13HOTHPShIbZWuurqH8qWSk1Ouqm4Z10UlHpsUzS1j4nZoIRkEzTmKDOrVq3vGwbvmvC6qDLIKmmLHfFxL7WJeMpZZlN8MDPUoCW9CYoMIW0
泗阳电视台,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8?zjiangsd#http://3739115337.cloudvdn.com/a.m3u8?domain=siyang-tv-hls.cm.jstv.com&player=nwEAAKHdjSKP_58X&secondToken=secondToken%3A5FUijZmDyNMxtCDdne0YzSAwjuw&streamid=siyang-tv%3Asiyang-tv%2Fsiyangzh&v3=1
宿豫电视台,http://suyu-tv-hls.cm.jstv.com/suyu-tv/syzhpd.m3u8?zjiangsd
如东新闻,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8#http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8?zjiangsd
泗阳资讯频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8?zjiangsd#http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8
苏州-1,rtmp://csztv.2500sz.com/live/c01
苏州-2,rtmp://csztv.2500sz.com/live/c02
苏州-3,rtmp://csztv.2500sz.com/live/c03
苏州-5,rtmp://csztv.2500sz.com/live/c04
盐城3套,https://live1yc.0515yc.cn/ycst03/sd/live.m3u8?_upt=063361c91707142304
无锡综合,http://stream.thmz.com/wxtv1/playlist.m3u8?_upt=df50c8ad1706195780
无锡都市,http://stream.thmz.com/wxtv3/sd/live.m3u8?_upt=978cd8731706199708
无锡生活,http://stream.thmz.com/wxtv4/sd/live.m3u8?_upt=95a5f0d51706199864
无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8?_upt=31414f601706199828
镇江2套,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8
江宁综合,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8
姜堰综合,https://jiangyan-tv-hls.cm.jstv.com/jiangyan-tv/jiangyanzh.m3u8
沭阳综合,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8
泗阳综合,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8
泗阳资讯,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8
高邮综合频道,http://gaoyou-tv-hls.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8
宿豫综合频道,https://suyu-tv-hls.cm.jstv.com/suyu-tv/syzhpd.m3u8
金湖新闻综合,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8
金坛新闻频道,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8
无锡生活,http://stream.thmz.com/wxtv4/sd/live.m3u8
无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8
连云港新闻综合,http://live.lyg1.com/zhpd/sd/live.m3u8

山东频道,#genre#

莱阳综合,http://106.53.99.30/tv/sdtv.php?id=ytlyzh
莱阳民生综艺,http://106.53.99.30/tv/sdtv.php?id=ytlyms
山东齐鲁,http://nw.jiayinkeji.xin/migunew/gtqilu.php?id=qlpd
山东新闻,http://58.58.111.222:808/hls/63/index.m3u8?key=txiptv
山东综艺,http://nw.jiayinkeji.xin/migunew/gtqilu.php?id=yxzy
山东生活,http://nw.jiayinkeji.xin/migunew/gtqilu.php?id=yxsh
山东文旅,http://nw.jiayinkeji.xin/migunew/gtqilu.php?id=yxys
山东农科,http://nw.jiayinkeji.xin/migunew/gtqilu.php?id=nkpd
山东体育,http://nw.jiayinkeji.xin/migunew/gtqilu.php?id=typd
山东教育,http://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
山东少儿,http://58.58.111.222:808/hls/65/index.m3u8?key=txiptv
山东卫视,http://58.58.111.222:808/hls/57/index.m3u8?key=txiptv

山东齐鲁,http://58.58.111.222:808/hls/58/index.m3u8?key=txiptv
山东新闻,http://58.58.111.222:808/hls/63/index.m3u8?key=txiptv
山东综艺,http://58.58.111.222:808/hls/61/index.m3u8?key=txiptv
山东文旅,http://nw.jiayinkeji.xin/migunew/gtqilu.php?id=yxys
山东生活,http://58.58.111.222:808/hls/60/index.m3u8?key=txiptv
山东农科,http://58.58.111.222:808/hls/64/index.m3u8?key=txiptv
山东教育,http://58.58.111.222:808/hls/67/index.m3u8?key=txiptv
山东少儿,http://58.58.111.222:808/hls/65/index.m3u8?key=txiptv
山东体育,http://58.58.111.222:808/hls/62/index.m3u8?key=txiptv
山东卫视,http://58.58.111.222:808/hls/57/index.m3u8?key=txiptv

山东齐鲁,http://122.4.104.5/00/SNM/CHANNEL10000313/index.m3u8
山东新闻,http://122.4.104.5/00/SNM/CHANNEL10000314/index.m3u8
山东综艺,http://122.4.104.5/00/SNM/CHANNEL10000054/index.m3u8
山东生活,http://122.4.104.5/00/SNM/CHANNEL10000055/index.m3u8
山东文旅,http://122.4.104.5/00/SNM/CHANNEL10000056/index.m3u8
山东体育,http://122.4.104.5/00/SNM/CHANNEL00000057/index.m3u8
山东农科,http://122.4.104.5/00/SNM/CHANNEL10000058/index.m3u8
山东少儿,http://122.4.104.5/00/SNM/CHANNEL10000059/index.m3u8
山东教育,http://122.4.104.5/00/SNM/CHANNEL00000331/index.m3u8
山东卫视,http://122.4.104.5/00/SNM/CHANNEL10000301/index.m3u8

山东齐鲁,http://150.138.8.132/00/SNM/CHANNEL10000313/index.m3u8
山东新闻,http://150.138.8.132/00/SNM/CHANNEL10000314/index.m3u8
山东体育,http://150.138.8.132/00/SNM/CHANNEL00000315/index.m3u8
山东生活,http://150.138.8.132/00/SNM/CHANNEL00000336/index.m3u8
山东文旅,http://150.138.8.132/00/SNM/CHANNEL00000337/index.m3u8
山东综艺,http://150.138.8.132/00/SNM/CHANNEL00000338/index.m3u8
山东农科,http://150.138.8.132/00/SNM/CHANNEL00000339/index.m3u8
山东少儿,http://150.138.8.132/00/SNM/CHANNEL00000340/index.m3u8
山东教育,http://150.138.8.132/00/SNM/CHANNEL00000331/index.m3u8
山东卫视,http://150.138.8.132/00/SNM/CHANNEL10000301/index.m3u8
山东体育,http://218.56.123.244:85/tsfile/live/1005_1.m3u8?key=txiptv
山东体育,http://61.156.228.12:8154/tsfile/live/1006_1.m3u8
山东体育,http://222.173.108.238:352/tsfile/live/1000_1.m3u8
山东体育,http://119.167.49.46:4000/udp/239.253.254.22:8000

山东齐鲁,http://221.0.164.97:6666/udp/239.253.254.114:8000
山东齐鲁,http://123.129.70.178:9901/tsfile/live/0019_1.m3u8
山东齐鲁,http://119.187.121.178:8091/PLTV/88888888/224/3221226516/10000100000000060000000001311826_0.smil/01.m3u8?fmt=ts2hls

山东生活,http://58.58.111.222:808/hls/60/index.m3u8?key=txiptv
山东生活,http://113.120.46.146:8123/udp/239.21.1.56:5002
山东生活,https://stream1.freetv.fun/78b52dd6e306fc85903331b0e9841f1d70469104d6fc7c86c7316f423ae18b93.m3u8
山东生活,http://livealone.iqilu.com/iqilu/shpdhjOF03kn.m3u8
山东生活,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000336/index.m3u8?IASHttpSessionId=
山东生活,http://119.187.121.178:8091/PLTV/88888888/224/3221225809/10000100000000060000000000215679_0.smil/01.m3u8?fmt=ts2hls

山东齐鲁,http://119.164.216.162:9901/tsfile/live/1003_1.m3u8
山东齐鲁,http://119.164.216.162:9901/tsfile/live/1000_1.m3u8
山东齐鲁,http://39.136.48.2:8089/PLTV/88888888/224/3221226045/index.m3u8
山东生活,http://119.164.216.162:9901/tsfile/live/1006_1.m3u8
山东生活,http://39.136.48.2:8089/PLTV/88888888/224/3221225841/index.m3u8
山东生活,http://39.136.48.8:8089/PLTV/88888888/224/3221225841/index.m3u8
山东体育,http://39.136.48.2:8089/PLTV/88888888/224/3221226075/index.m3u8
山东体育,http://119.164.216.162:9901/tsfile/live/1002_1.m3u8
山东新闻,http://119.164.216.162:9901/tsfile/live/1005_1.m3u8
山东新闻,http://119.164.216.162:9901/tsfile/live/1004_1.m3u8
山东新闻,http://39.136.48.2:8089/PLTV/88888888/224/3221226077/index.m3u8
山东新闻,http://39.136.48.98:8089/PLTV/88888888/224/3221225962/index.m3u8
山东综艺,http://39.136.48.2:8089/PLTV/88888888/224/3221225855/index.m3u8
山东综艺,http://119.164.216.162:9901/tsfile/live/1001_1.m3u8
山东综艺,http://39.136.48.8:8089/PLTV/88888888/224/3221225855/index.m3u8
山东少儿,http://39.136.48.98:8089/PLTV/88888888/224/3221226001/index.m3u8
山东少儿,http://39.136.48.2:8089/PLTV/88888888/224/3221226195/index.m3u8
山东文旅,http://39.136.48.2:8089/PLTV/88888888/224/3221225802/index.m3u8
山东农科,http://39.136.48.4:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.20:8089/PLTV/88888888/224/3221225870/index.m3u8
山东教育,http://39.135.138.58:18890/PLTV/88888888/224/3221225719/index.m3u8
山东教育,http://livewai.sdetv.com.cn/live/da4ebbb91ee8468db5a9d230a535391f_transios/playlist.m3u8
山东教育,http://39.134.65.162/PLTV/88888888/224/3221225558/1.m3u8
山东教育,http://39.134.65.164/PLTV/88888888/224/3221225558/1.m3u8
山东教育,http://migu.jilu8.cn/3221231549/index.m3u8
山东教育,http://117.148.179.157/PLTV/88888888/224/3221231549/index.m3u8
山东教育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225719/index.m3u8

烟台公共频道,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8
烟台影视频道,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8
